date,wind_speed_10m,precip_mm
2025-09-08,5.8625,8.1
2025-09-09,5.075,47.2
2025-09-10,5.820833333333333,41.1
2025-09-11,9.554166666666667,8.8
2025-09-12,11.458333333333334,26.1
2025-09-13,13.362499999999999,1.5
2025-09-14,9.470833333333333,5.1000000000000005
