object,a,e,i,albedo,diameter,dv_kms,est_value_usd,profit_index,price_pt_usd,price_ni_usd,price_co_usd
67,,0.1843252084543062,,0.228,0.05,5.576487812681459,16531083.96850784,2513664.5029024314,950.0,17000.0,32000.0
68,,0.1692845282536818,,0.1402,0.05,5.553926792380523,23143517.555910975,3531244.4415487233,950.0,17000.0,32000.0
69,,0.1829741305044751,,0.038,0.05,5.5744611957567125,23143517.555910975,3520215.0969950603,950.0,17000.0,32000.0
70,,0.1769567780988541,,0.3052,0.05,5.565435167148281,16531083.96850784,2517896.1557986373,950.0,17000.0,32000.0
71,,0.1214213872472296,,0.083,0.05,5.482132080870844,23143517.555910975,3570355.7513443558,950.0,17000.0,32000.0
72,,0.0422583454708874,,0.223,0.05,5.363387518206331,16531083.96850784,2597843.3532785242,950.0,17000.0,32000.0
73,,0.2362803465204849,,0.0431,0.05,5.654420519780727,23143517.555910975,3477916.294456484,950.0,17000.0,32000.0
74,,0.3045004658104281,,0.117,0.05,5.756750698715642,23143517.555910975,3425243.669314337,950.0,17000.0,32000.0
75,,0.1676000336396103,,0.058,0.05,5.551400050459415,23143517.555910975,3532606.370799787,950.0,17000.0,32000.0
76,,0.1336422006998325,,0.177,0.05,5.500463301049749,23143517.555910975,3560287.395542033,950.0,17000.0,32000.0
77,,0.203436773820881,,0.0706,0.05,5.6051551607313215,23143517.555910975,3503856.759263249,950.0,17000.0,32000.0
78,,0.1910967910004084,,0.287,0.05,5.586645186500612,16531083.96850784,2509788.139550684,950.0,17000.0,32000.0
79,,0.1995691000892758,,0.206,0.05,5.599353650133914,16531083.96850784,2504955.006945626,950.0,17000.0,32000.0
80,,0.2118770942614984,,0.045,0.05,5.617815641392247,23143517.555910975,3497153.563957861,950.0,17000.0,32000.0
81,,0.2209749417932872,,0.167,0.05,5.631462412689931,23143517.555910975,3489956.8323909463,950.0,17000.0,32000.0
82,,0.082919643763161,,0.05,0.05,5.4243794656447415,23143517.555910975,3602451.8289547088,950.0,17000.0,32000.0
83,,0.235541179412834,,0.0527,0.05,5.6533117691192505,23143517.555910975,3478495.8767947014,950.0,17000.0,32000.0
84,,0.1932075242483628,,0.0666,0.05,5.589811286372544,23143517.555910975,3512015.2232235856,950.0,17000.0,32000.0
85,,0.2171589255062714,,0.056,0.05,5.625738388259407,23143517.555910975,3492971.831927523,950.0,17000.0,32000.0
86,,0.0941552434895862,,0.046,0.05,5.4412328652343795,23143517.555910975,3593026.06195543,950.0,17000.0,32000.0
87,,0.1645371105232138,,0.0671,0.05,5.54680566578482,23143517.555910975,3535085.4657049864,950.0,17000.0,32000.0
88,,0.1838954026052811,,0.189,0.05,5.575843103907921,23143517.555910975,3519475.3266173797,950.0,17000.0,32000.0
89,,0.1719052653477026,,0.058,0.05,5.557857898021553,23143517.555910975,3529127.6382937734,950.0,17000.0,32000.0
90,,0.1077635393106201,,0.048,0.05,5.46164530896593,23143517.555910975,3581675.6335724466,950.0,17000.0,32000.0
91,,0.1049890447641246,,0.2509,0.05,5.457483567146187,16531083.96850784,2559988.54609762,950.0,17000.0,32000.0
92,,0.1427189997590531,,0.056,0.05,5.51407849963858,23143517.555910975,3552845.971566822,950.0,17000.0,32000.0
93,,0.0958329046565537,,0.0395,0.05,5.4437493569848305,23143517.555910975,3591622.86950595,950.0,17000.0,32000.0
94,,0.1528155625683748,,0.058,0.05,5.529223343852562,23143517.555910975,3544604.9762872965,950.0,17000.0,32000.0
95,,0.1420750375015579,,0.048,0.05,5.513112556252336,23143517.555910975,3553372.885241188,950.0,17000.0,32000.0
96,,0.2577415959955756,,0.128,0.05,5.6866123939933635,23143517.555910975,3461172.2935669157,950.0,17000.0,32000.0
97,,0.1878291098589513,,0.029,0.05,5.581743664788426,23143517.555910975,3516320.102182973,950.0,17000.0,32000.0
98,,0.1977053185075252,,0.065,0.05,5.596557977761288,23143517.555910975,3508423.2767958366,950.0,17000.0,32000.0
99,,0.1679921210508503,,0.205,0.05,5.5519881815762755,16531083.96850784,2523063.7648266936,950.0,17000.0,32000.0
100,,0.1405820248219806,,0.1898,0.05,5.510873037232971,23143517.555910975,3554595.124734093,950.0,17000.0,32000.0
101,,0.2508431413387235,,0.051,0.05,5.676264712008085,23143517.555910975,3466536.836726157,950.0,17000.0,32000.0
102,,0.0801521031782923,,0.217,0.05,5.420228154767439,16531083.96850784,2574843.6924679116,950.0,17000.0,32000.0
103,,0.1623708355348964,,0.052,0.05,5.543556253302344,23143517.555910975,3536840.925640566,950.0,17000.0,32000.0
104,,0.1790429387382318,,0.032,0.05,5.568564408107347,23143517.555910975,3523375.29450815,950.0,17000.0,32000.0
105,,0.1589516812674234,,0.044,0.05,5.538427521901135,23143517.555910975,3539615.2176328916,950.0,17000.0,32000.0
106,,0.065764167190195,,0.059,0.05,5.398646250785292,23143517.555910975,3616939.685182724,950.0,17000.0,32000.0
107,,0.0631409696282695,,0.148,0.05,5.394711454442404,23143517.555910975,3619165.2619186095,950.0,17000.0,32000.0
108,,0.30061287363054,,0.036,0.05,5.75091931044581,23143517.555910975,3428202.366468908,950.0,17000.0,32000.0
109,,0.0792773385018494,,0.1808,0.05,5.418916007752774,23143517.555910975,3605518.0544438045,950.0,17000.0,32000.0
110,,0.1033801888203428,,0.062,0.05,5.455070283230514,23143517.555910975,3585323.867973214,950.0,17000.0,32000.0
111,,0.1279987615541132,,0.042,0.05,5.49199814233117,23143517.555910975,3564929.787179594,950.0,17000.0,32000.0
112,,0.0860519779002868,,0.224,0.05,5.42907796685043,16531083.96850784,2571299.3455275088,950.0,17000.0,32000.0
113,,0.1388286903963236,,0.089,0.05,5.508243035594485,23143517.555910975,3556031.547890247,950.0,17000.0,32000.0
114,,0.1924084443974805,,0.2747,0.05,5.58861266659622,16531083.96850784,2509038.6709662285,950.0,17000.0,32000.0
115,,0.1383098146209505,,0.256,0.05,5.5074647219314254,16531083.96850784,2540326.329053289,950.0,17000.0,32000.0
116,,0.0230191282402808,,0.027,0.05,5.334528692360421,23143517.555910975,3653550.0397721077,950.0,17000.0,32000.0
117,,0.1634267261963423,,0.245,0.05,5.545140089294513,16531083.96850784,2525703.61260055,950.0,17000.0,32000.0
118,,0.0820100900230438,,0.2306,0.05,5.423015135034565,16531083.96850784,2573726.454159893,950.0,17000.0,32000.0
119,,0.0490215064774351,,0.058,0.05,5.373532259716153,23143517.555910975,3631191.718003743,950.0,17000.0,32000.0
120,,0.1248676424487073,,0.0482,0.05,5.48730146367306,23143517.555910975,3567510.7262253375,950.0,17000.0,32000.0
121,,0.023314711508839,,0.297,0.05,5.334972067263259,16531083.96850784,2609495.952465873,950.0,17000.0,32000.0
122,,0.1202129541160061,,0.261,0.05,5.480319431174009,16531083.96850784,2550967.4552436345,950.0,17000.0,32000.0
123,,0.0783889223545089,,0.128,0.05,5.417583383531763,23143517.555910975,3606266.747589105,950.0,17000.0,32000.0
124,,0.0813317281115491,,0.182,0.05,5.421997592167323,23143517.555910975,3603787.9528541523,950.0,17000.0,32000.0
125,,0.1051995211782007,,0.1723,0.05,5.457799281767301,23143517.555910975,3583808.74754864,950.0,17000.0,32000.0
126,,0.0633353572487685,,0.042,0.05,5.395003035873152,23143517.555910975,3619000.2453612653,950.0,17000.0,32000.0
127,,0.1271855064875536,,0.067,0.05,5.49077825973133,23143517.555910975,3565599.783232919,950.0,17000.0,32000.0
128,,0.2130846900962012,,0.151,0.05,5.619627035144301,23143517.555910975,3496196.603379554,950.0,17000.0,32000.0
129,,0.209496789947454,,0.086,0.05,5.614245184921181,23143517.555910975,3499041.3734090757,950.0,17000.0,32000.0
130,,0.0693902246806233,,0.246,0.05,5.404085337020935,16531083.96850784,2581334.1169806775,950.0,17000.0,32000.0
131,,0.3869118003581374,,0.199,0.05,5.880367700537206,23143517.555910975,3363703.5930658146,950.0,17000.0,32000.0
132,,0.1319809135479311,,0.279,0.05,5.497971370321896,16531083.96850784,2544037.6736669005,950.0,17000.0,32000.0
133,,0.1151094493698986,,0.0364,0.05,5.472664174054848,23143517.555910975,3575578.2987598674,950.0,17000.0,32000.0
134,,0.2083060163547759,,0.1436,0.05,5.612459024532164,23143517.555910975,3499986.5360297477,950.0,17000.0,32000.0
135,,0.0845770091683805,,0.201,0.05,5.4268655137525705,16531083.96850784,2572184.517185507,950.0,17000.0,32000.0
136,,0.210987749861106,,0.065,0.05,5.616481624791659,23143517.555910975,3497858.6608921057,950.0,17000.0,32000.0
137,,0.1617394354299803,,0.273,0.05,5.54260915314497,16531083.96850784,2526680.6531705325,950.0,17000.0,32000.0
138,,0.1701349822259696,,0.052,0.05,5.555202473338954,23143517.555910975,3530557.2406099313,950.0,17000.0,32000.0
139,,0.2173238191451324,,0.0676,0.05,5.625985728717699,23143517.555910975,3492841.443289654,950.0,17000.0,32000.0
140,,0.2131070153194378,,0.067,0.05,5.6196605229791565,23143517.555910975,3496178.916663737,950.0,17000.0,32000.0
141,,0.1328385571105941,,0.047,0.05,5.499257835665891,23143517.555910975,3560947.7483577584,950.0,17000.0,32000.0
142,,0.0723640772132729,,0.044,0.05,5.4085461158199095,23143517.555910975,3611352.2689303444,950.0,17000.0,32000.0
143,,0.2357376149178859,,0.0597,0.05,5.6536064223768285,23143517.555910975,3478341.8324950384,950.0,17000.0,32000.0
144,,0.1473684555857118,,0.061,0.05,5.521052683378567,23143517.555910975,3549046.2475331947,950.0,17000.0,32000.0
145,,0.0654177216747898,,0.036,0.05,5.398126582512185,23143517.555910975,3617233.4600519603,950.0,17000.0,32000.0
146,,0.0221896394551706,,0.0492,0.05,5.333284459182756,23143517.555910975,3654267.8139704787,950.0,17000.0,32000.0
147,,0.1880411144021154,,0.164,0.05,5.582061671603173,23143517.555910975,3516150.2141127735,950.0,17000.0,32000.0
148,,0.0649863645570083,,0.152,0.05,5.397479546835513,23143517.555910975,3617599.3039882123,950.0,17000.0,32000.0
149,,0.1235829713219129,,0.052,0.05,5.4853744569828695,23143517.555910975,3568570.744745835,950.0,17000.0,32000.0
150,,0.0359890948066771,,0.233,0.05,5.353983642210015,16531083.96850784,2601688.153348482,950.0,17000.0,32000.0
151,,0.0826092403107451,,0.257,0.05,5.423913860466118,16531083.96850784,2573366.381863089,950.0,17000.0,32000.0
152,,0.1386152713483194,,0.0618,0.05,5.507922907022479,23143517.555910975,3556206.471182624,950.0,17000.0,32000.0
153,,0.0769700847368184,,0.044,0.05,5.415455127105227,23143517.555910975,3607463.08677772,950.0,17000.0,32000.0
154,,0.2727706274339072,,0.027,0.05,5.70915594115086,23143517.555910975,3449542.3506195974,950.0,17000.0,32000.0
155,,0.2224224831511824,,0.03,0.05,5.633633724726773,23143517.555910975,3488814.5044312365,950.0,17000.0,32000.0
156,,0.198194858409061,,0.173,0.05,5.597292287613591,23143517.555910975,3508032.7726820447,950.0,17000.0,32000.0
157,,0.053286224157286,,0.213,0.05,5.379929336235929,16531083.96850784,2591107.6905846978,950.0,17000.0,32000.0
158,,0.0993993630182828,,0.064,0.05,5.449099044527424,23143517.555910975,3588643.5292926845,950.0,17000.0,32000.0
159,,0.0657692215288422,,0.0625,0.05,5.398653832293263,23143517.555910975,3616935.3996161395,950.0,17000.0,32000.0
160,,0.1370711621934563,,0.23,0.05,5.505606743290184,16531083.96850784,2541051.8374105273,950.0,17000.0,32000.0
161,,0.1827837037339739,,0.051,0.05,5.574175555600961,23143517.555910975,3520368.0461793463,950.0,17000.0,32000.0
162,,0.192024593721535,,0.033,0.05,5.588036890582302,23143517.555910975,3512961.135508361,950.0,17000.0,32000.0
163,,0.3464371985210435,,0.029,0.05,5.819655797781565,23143517.555910975,3393648.9233722854,950.0,17000.0,32000.0
164,,0.0835746300634905,,0.047,0.05,5.4253619450952355,23143517.555910975,3601900.9907414555,950.0,17000.0,32000.0
165,,0.2103687199808303,,0.046,0.05,5.615553079971245,23143517.555910975,3498349.612820516,950.0,17000.0,32000.0
166,,0.037131413943814,,0.223,0.05,5.355697120915721,16531083.96850784,2600986.7452787086,950.0,17000.0,32000.0
167,,0.0746042513224307,,0.056,0.05,5.411906376983646,23143517.555910975,3609459.682534913,950.0,17000.0,32000.0
168,,0.1300916572239345,,0.188,0.05,5.495137485835902,23143517.555910975,3563206.722933977,950.0,17000.0,32000.0
169,,0.0613805186781804,,0.282,0.05,5.3920707780172705,16531083.96850784,2586186.001781968,950.0,17000.0,32000.0
170,,0.1326551867820285,,0.076,0.05,5.498982780173042,23143517.555910975,3561098.4578258498,950.0,17000.0,32000.0
171,,0.1142570795529816,,0.1382,0.05,5.471385619329472,23143517.555910975,3576284.727459801,950.0,17000.0,32000.0
172,,0.2096774601818663,,0.096,0.05,5.614516190272799,23143517.555910975,3498898.013122329,950.0,17000.0,32000.0
173,,0.145273314761708,,0.169,0.05,5.5179099721425615,23143517.555910975,3550757.475145558,950.0,17000.0,32000.0
174,,0.2316410337269839,,0.094,0.05,5.647461550590476,23143517.555910975,3481557.189880278,950.0,17000.0,32000.0
175,,0.1719253746208075,,0.065,0.05,5.557888061931211,23143517.555910975,3529111.4055849733,950.0,17000.0,32000.0
176,,0.2342318409154122,,0.022,0.05,5.651347761373118,23143517.555910975,3479523.0058957525,950.0,17000.0,32000.0
177,,0.0421743953256057,,0.2438,0.05,5.363261592988408,16531083.96850784,2597894.7630760954,950.0,17000.0,32000.0
178,,0.1094492881844363,,0.198,0.05,5.464173932276655,23143517.555910975,3580274.5715661654,950.0,17000.0,32000.0
179,,0.1684456144799046,,0.242,0.05,5.552668421719857,16531083.96850784,2522801.842637565,950.0,17000.0,32000.0
180,,0.2083254578980604,,0.101,0.05,5.612488186847091,23143517.555910975,3499971.100431722,950.0,17000.0,32000.0
181,,0.1866671236741711,,0.196,0.05,5.580000685511257,23143517.555910975,3517251.5417622263,950.0,17000.0,32000.0
182,,0.3482494698035777,,0.227,0.05,5.822374204705366,16531083.96850784,2423069.077199901,950.0,17000.0,32000.0
183,,0.0591608600627822,,0.215,0.05,5.388741290094173,16531083.96850784,2587533.7907546046,950.0,17000.0,32000.0
184,,0.1270007457648166,,0.062,0.05,5.490501118647225,23143517.555910975,3565752.032523282,950.0,17000.0,32000.0
185,,0.1493227711969604,,0.1929,0.05,5.52398415679544,23143517.555910975,3547451.5265038586,950.0,17000.0,32000.0
186,,0.239558525649426,,0.044,0.05,5.659337788474139,23143517.555910975,3475348.1939251306,950.0,17000.0,32000.0
187,,0.1787114169934285,,0.242,0.05,5.568067125490143,16531083.96850784,2516887.1834990885,950.0,17000.0,32000.0
188,,0.0368749697085519,,0.17,0.05,5.355312454562828,23143517.555910975,3641601.8443428334,950.0,17000.0,32000.0
189,,0.1682949152354766,,0.066,0.05,5.552442372853215,23143517.555910975,3532044.4254183182,950.0,17000.0,32000.0
190,,0.0871166588311323,,0.046,0.05,5.4306749882466985,23143517.555910975,3598925.0892340583,950.0,17000.0,32000.0
191,,0.2453786358609678,,0.327,0.05,5.668067953791452,16531083.96850784,2479141.4969171532,950.0,17000.0,32000.0
192,,0.29845937617831,,0.343,0.05,5.7476890642674645,16531083.96850784,2449888.2226284784,950.0,17000.0,32000.0
193,,0.2371711456204514,,0.057,0.05,5.655756718430677,23143517.555910975,3477218.0737651503,950.0,17000.0,32000.0
194,,0.0387914513053419,,0.051,0.05,5.358187176958013,23143517.555910975,3639955.3696347256,950.0,17000.0,32000.0
195,,0.0142208501549767,,0.342,0.05,5.321331275232465,16531083.96850784,2615126.980178699,950.0,17000.0,32000.0
196,,0.1626170472004091,,0.373,0.05,5.543925570800614,16531083.96850784,2526172.370032832,950.0,17000.0,32000.0
197,,0.2273291922733149,,0.268,0.05,5.640993788409972,16531083.96850784,2489248.5214123074,950.0,17000.0,32000.0
198,,0.1832911053117622,,0.107,0.05,5.574936657967643,23143517.555910975,3519960.534960468,950.0,17000.0,32000.0
199,,0.1331216768354816,,0.053,0.05,5.499682515253222,23143517.555910975,3560715.0813287566,950.0,17000.0,32000.0
200,,0.1794358430922953,,0.04,0.05,5.569153764638442,23143517.555910975,3523059.1922648903,950.0,17000.0,32000.0
201,,0.1050072688978997,,0.2562,0.05,5.457510903346849,16531083.96850784,2559977.7090488505,950.0,17000.0,32000.0
202,,0.0605627197744408,,0.036,0.05,5.390844079661661,23143517.555910975,3621355.3745683343,950.0,17000.0,32000.0
203,,0.1757488447181149,,0.194,0.05,5.563623267077173,23143517.555910975,3526027.715819367,950.0,17000.0,32000.0
204,,0.0360734797422163,,0.061,0.05,5.354110219613324,23143517.555910975,3642290.8567864536,950.0,17000.0,32000.0
205,,0.0402413014906113,,0.057,0.05,5.360361952235917,23143517.555910975,3638710.77302057,950.0,17000.0,32000.0
206,,0.0286590267829956,,0.058,0.05,5.342988540174494,23143517.555910975,3648677.182581557,950.0,17000.0,32000.0
207,,0.0112154372730117,,0.206,0.05,5.316823155909518,16531083.96850784,2616993.3145971755,950.0,17000.0,32000.0
208,,0.0542208732335556,,0.028,0.05,5.381331309850333,23143517.555910975,3626753.7966860053,950.0,17000.0,32000.0
209,,0.1234628669171627,,0.0436,0.05,5.485194300375744,23143517.555910975,3568669.8784907754,950.0,17000.0,32000.0
210,,0.1546979474457787,,0.062,0.05,5.532046921168668,23143517.555910975,3543072.76650277,950.0,17000.0,32000.0
211,,0.1029097328690764,,0.0465,0.05,5.454364599303615,23143517.555910975,3585715.8671216085,950.0,17000.0,32000.0
212,,0.1446845081230052,,0.092,0.05,5.517026762184508,23143517.555910975,3551238.686052789,950.0,17000.0,32000.0
213,,0.0309517047765822,,1.0,0.05,5.346427557164873,16531083.96850784,2604785.7349044946,950.0,17000.0,32000.0
214,,0.0336184214171761,,0.243,0.05,5.350427632125764,16531083.96850784,2603145.0047363453,950.0,17000.0,32000.0
215,,0.2505209522415743,,0.1164,0.05,5.675781428362361,23143517.555910975,3466787.7917010114,950.0,17000.0,32000.0
216,,0.3096987283833032,,0.049,0.05,5.764548092574954,23143517.555910975,3421295.4419400534,950.0,17000.0,32000.0
217,,0.1159638089083179,,0.1746,0.05,5.473945713362476,23143517.555910975,3574870.501021016,950.0,17000.0,32000.0
218,,0.2226899993606787,,0.189,0.05,5.634034999041018,23143517.555910975,3488603.475751407,950.0,17000.0,32000.0
219,,0.2572842218448136,,0.055,0.05,5.68592633276722,23143517.555910975,3461527.4539425215,950.0,17000.0,32000.0
220,,0.1012016357308279,,0.166,0.05,5.451802453596241,23143517.555910975,3587139.8298952496,950.0,17000.0,32000.0
221,,0.1297399951665049,,0.128,0.05,5.494609992749757,23143517.555910975,3563496.1270572348,950.0,17000.0,32000.0
222,,0.1205770460289083,,0.02,0.05,5.480865569043362,23143517.555910975,3571053.481877295,950.0,17000.0,32000.0
223,,0.044823632998853,,0.166,0.05,5.3672354494982795,23143517.555910975,3634782.7466839817,950.0,17000.0,32000.0
224,,0.2617480065314412,,0.062,0.05,5.692622009797161,23143517.555910975,3458064.3463849835,950.0,17000.0,32000.0
225,,0.2035117318474271,,0.352,0.05,5.605267597771141,16531083.96850784,2502712.2253284687,950.0,17000.0,32000.0
226,,0.1997559784337408,,0.065,0.05,5.599633967650611,23143517.555910975,3506788.0536031886,950.0,17000.0,32000.0
227,,0.2422168793967802,,0.2082,0.05,5.66332531909517,16531083.96850784,2480906.030677283,950.0,17000.0,32000.0
228,,0.1361656453424855,,0.035,0.05,5.504248468013728,23143517.555910975,3558215.4755810797,950.0,17000.0,32000.0
229,,0.0611873825897638,,0.164,0.05,5.391781073884646,23143517.555910975,3620824.5070329597,950.0,17000.0,32000.0
230,,0.1571865201628386,,0.068,0.05,5.535779780244257,23143517.555910975,3541049.1684354222,950.0,17000.0,32000.0
