object,a,e,i,albedo,diameter,dv_kms,est_value_usd,profit_index,price_pt_usd,price_ni_usd,price_co_usd
806,,0.0594993603964042,,0.207,0.05,5.389249040594606,16531083.96850784,2587328.1607081317,950.0,17000.0,32000.0
807,,0.1303671949601804,,0.213,0.05,5.4955507924402704,16531083.96850784,2544985.713566776,950.0,17000.0,32000.0
808,,0.1921008429366843,,0.379,0.05,5.588151264405027,16531083.96850784,2509214.3918770137,950.0,17000.0,32000.0
809,,0.1799633493747899,,0.224,0.05,5.569945024062185,16531083.96850784,2516167.7773502436,950.0,17000.0,32000.0
810,,0.0707741748150926,,0.357,0.05,5.406161262222639,16531083.96850784,2580497.632176734,950.0,17000.0,32000.0
811,,0.1661485155841487,,0.291,0.05,5.549222773376223,16531083.96850784,2524129.128071455,950.0,17000.0,32000.0
812,,0.0253307758863119,,0.256,0.05,5.337996163829468,16531083.96850784,2608250.8637114144,950.0,17000.0,32000.0
813,,0.3046411740829593,,0.054,0.05,5.756961761124439,23143517.555910975,3425136.677413965,950.0,17000.0,32000.0
814,,0.0730590647419155,,0.644,0.05,5.409588597112873,16531083.96850784,2579117.7886134656,950.0,17000.0,32000.0
815,,0.1037202521035325,,0.043,0.05,5.4555803781552985,23143517.555910975,3585040.569586139,950.0,17000.0,32000.0
816,,0.1806323543369175,,0.187,0.05,5.570948531505376,23143517.555910975,3522096.915680588,950.0,17000.0,32000.0
817,,0.0895865272680829,,0.1,0.05,5.434379790902124,23143517.555910975,3596852.8914993014,950.0,17000.0,32000.0
818,,0.1419726012132064,,0.277,0.05,5.512958901819809,16531083.96850784,2538183.3691425305,950.0,17000.0,32000.0
819,,0.0520864683655298,,0.0204,0.05,5.378129702548295,23143517.555910975,3628574.3055153457,950.0,17000.0,32000.0
820,,0.2100147339349908,,0.025,0.05,5.615022100902486,23143517.555910975,3498630.420713713,950.0,17000.0,32000.0
821,,0.1547975599093116,,0.349,0.05,5.532196339863967,16531083.96850784,2530708.3725612722,950.0,17000.0,32000.0
822,,0.090161509501309,,0.298,0.05,5.435242264251963,16531083.96850784,2568836.3063405855,950.0,17000.0,32000.0
823,,0.1363583037350143,,0.087,0.05,5.504537455602521,23143517.555910975,3558057.3889964893,950.0,17000.0,32000.0
824,,0.0741542631976982,,0.275,0.05,5.411231394796547,16531083.96850784,2578456.9220079496,950.0,17000.0,32000.0
825,,0.2046515230544629,,0.166,0.05,5.606977284581694,23143517.555910975,3502890.438252242,950.0,17000.0,32000.0
826,,0.1564558454260221,,0.129,0.05,5.534683768139033,23143517.555910975,3541643.0812996873,950.0,17000.0,32000.0
827,,0.0266765154587438,,0.057,0.05,5.340014773188115,23143517.555910975,3650388.5848633624,950.0,17000.0,32000.0
828,,0.0995685255384419,,0.054,0.05,5.449352788307663,23143517.555910975,3588502.3374545355,950.0,17000.0,32000.0
829,,0.0662970749593485,,0.215,0.05,5.399445612439022,16531083.96850784,2583205.635246792,950.0,17000.0,32000.0
830,,0.1456033788615496,,0.257,0.05,5.518405068292324,16531083.96850784,2536062.701736732,950.0,17000.0,32000.0
831,,0.0829940421003758,,0.221,0.05,5.424491063150564,16531083.96850784,2573135.180049735,950.0,17000.0,32000.0
832,,0.1165759999000096,,0.206,0.05,5.474863999850014,16531083.96850784,2553116.7865287624,950.0,17000.0,32000.0
833,,0.1985436342542851,,0.071,0.05,5.597815451381427,23143517.555910975,3507754.608544752,950.0,17000.0,32000.0
834,,0.0877126604604379,,0.025,0.05,5.431568990690657,23143517.555910975,3598424.8306144187,950.0,17000.0,32000.0
835,,0.1764469815781374,,0.194,0.05,5.564670472367206,23143517.555910975,3525465.239013813,950.0,17000.0,32000.0
836,,0.0406440116243998,,0.467,0.05,5.360966017436599,16531083.96850784,2598832.303645868,950.0,17000.0,32000.0
837,,0.1307146311495109,,0.048,0.05,5.496071946724266,23143517.555910975,3562694.15513192,950.0,17000.0,32000.0
838,,0.152482601575971,,0.3534,0.05,5.528723902363956,16531083.96850784,2532054.382407284,950.0,17000.0,32000.0
839,,0.1031342374111067,,0.232,0.05,5.45470135611666,16531083.96850784,2561091.9942628345,950.0,17000.0,32000.0
840,,0.0697831222037989,,0.213,0.05,5.404674683305698,16531083.96850784,2581096.5874031736,950.0,17000.0,32000.0
841,,0.1156956280778935,,0.051,0.05,5.47354344211684,23143517.555910975,3575092.6463765376,950.0,17000.0,32000.0
842,,0.210395743930642,,0.12,0.05,5.615593615895963,23143517.555910975,3498328.1772782532,950.0,17000.0,32000.0
843,,0.0691918537527859,,0.173,0.05,5.4037877806291785,23143517.555910975,3614035.6846174407,950.0,17000.0,32000.0
844,,0.0685968055682271,,0.041,0.05,5.402895208352341,23143517.555910975,3614539.4860939016,950.0,17000.0,32000.0
845,,0.1749549009218626,,0.0506,0.05,5.562432351382793,23143517.555910975,3526667.600776764,950.0,17000.0,32000.0
846,,0.0943359593928523,,0.152,0.05,5.441503939089278,23143517.555910975,3592874.8588459427,950.0,17000.0,32000.0
847,,0.1618891681106214,,0.069,0.05,5.542833752165932,23143517.555910975,3537231.4860131624,950.0,17000.0,32000.0
848,,0.2008198176305728,,0.186,0.05,5.601229726445859,23143517.555910975,3505940.334600593,950.0,17000.0,32000.0
849,,0.1300184127084798,,0.039,0.05,5.49502761906272,23143517.555910975,3563266.9964305335,950.0,17000.0,32000.0
850,,0.0902417876185328,,0.335,0.05,5.435362681427799,16531083.96850784,2568788.238806787,950.0,17000.0,32000.0
851,,0.2745836101427414,,0.225,0.05,5.711875415214112,16531083.96850784,2462960.491047865,950.0,17000.0,32000.0
852,,0.1063965648571467,,0.051,0.05,5.45959484728572,23143517.555910975,3582812.560703514,950.0,17000.0,32000.0
853,,0.1755058671162116,,0.415,0.05,5.563258800674317,16531083.96850784,2518731.0862721754,950.0,17000.0,32000.0
854,,0.1807166265084945,,0.219,0.05,5.571074939762742,16531083.96850784,2515735.114885894,950.0,17000.0,32000.0
855,,0.118318685685638,,0.045,0.05,5.4774780285284566,23143517.555910975,3572921.0433414136,950.0,17000.0,32000.0
856,,0.0883267351382487,,0.271,0.05,5.432490102707373,16531083.96850784,2569935.3912025555,950.0,17000.0,32000.0
857,,0.1035202678754597,,0.375,0.05,5.455280401813189,16531083.96850784,2560862.2615160933,950.0,17000.0,32000.0
858,,0.1103416530197682,,0.031,0.05,5.465512479529652,23143517.555910975,3579533.351638446,950.0,17000.0,32000.0
859,,0.1087077800597959,,0.116,0.05,5.463061670089694,23143517.555910975,3580890.719798716,950.0,17000.0,32000.0
860,,0.0993053605421237,,0.0571,0.05,5.448958040813185,23143517.555910975,3588721.993451314,950.0,17000.0,32000.0
861,,0.0829947734955504,,0.291,0.05,5.424492160243325,16531083.96850784,2573134.7406425555,950.0,17000.0,32000.0
862,,0.0252910416185809,,0.29,0.05,5.337936562427871,16531083.96850784,2608275.3914746162,950.0,17000.0,32000.0
863,,0.1906016072477591,,0.239,0.05,5.585902410871639,16531083.96850784,2510071.200147037,950.0,17000.0,32000.0
864,,0.1957084308092382,,0.0972,0.05,5.593562646213857,23143517.555910975,3510017.087530123,950.0,17000.0,32000.0
865,,0.051970515317236,,0.046,0.05,5.377955772975854,23143517.555910975,3628673.258283284,950.0,17000.0,32000.0
866,,0.1206091807131789,,0.092,0.05,5.480913771069768,23143517.555910975,3571026.922040162,950.0,17000.0,32000.0
867,,0.1461854445929867,,0.056,0.05,5.51927816688948,23143517.555910975,3550012.281030395,950.0,17000.0,32000.0
868,,0.2185668397893392,,0.065,0.05,5.627850259684009,23143517.555910975,3491858.8454975705,950.0,17000.0,32000.0
869,,0.2649917341142615,,0.216,0.05,5.697487601171392,16531083.96850784,2468251.522498757,950.0,17000.0,32000.0
870,,0.1196353115866956,,0.38,0.05,5.479452967380043,16531083.96850784,2551308.582951588,950.0,17000.0,32000.0
871,,0.080594649505507,,0.165,0.05,5.42089197425826,23143517.555910975,3604408.491638657,950.0,17000.0,32000.0
872,,0.1482510260436999,,0.04,0.05,5.52237653906555,23143517.555910975,3548325.8927621967,950.0,17000.0,32000.0
873,,0.079830930317636,,0.054,0.05,5.419746395476454,23143517.555910975,3605051.68431865,950.0,17000.0,32000.0
874,,0.1506127298613718,,0.223,0.05,5.525919094792058,16531083.96850784,2533142.6467882968,950.0,17000.0,32000.0
875,,0.115477458749657,,0.153,0.05,5.473216188124486,23143517.555910975,3575273.3854879104,950.0,17000.0,32000.0
876,,0.1590166228578252,,0.0623,0.05,5.5385249342867375,23143517.555910975,3539562.483665226,950.0,17000.0,32000.0
877,,0.2259349000466623,,0.399,0.05,5.638902350069993,16531083.96850784,2490032.7037245175,950.0,17000.0,32000.0
878,,0.1547630156834416,,0.23,0.05,5.5321445235251625,16531083.96850784,2530728.447445099,950.0,17000.0,32000.0
879,,0.3223228246547617,,0.049,0.05,5.783484236982142,23143517.555910975,3411744.871424237,950.0,17000.0,32000.0
880,,0.2075915911097543,,0.237,0.05,5.6113873866646315,16531083.96850784,2500395.605595814,950.0,17000.0,32000.0
881,,0.267813230241445,,0.062,0.05,5.701719845362168,23143517.555910975,3453369.8945841677,950.0,17000.0,32000.0
882,,0.1982179955959751,,0.263,0.05,5.5973269933939624,16531083.96850784,2505724.5131339934,950.0,17000.0,32000.0
883,,0.124047002730885,,0.044,0.05,5.486070504096327,23143517.555910975,3568187.7866258947,950.0,17000.0,32000.0
884,,0.1828864168076281,,0.109,0.05,5.574329625211442,23143517.555910975,3520285.5462493845,950.0,17000.0,32000.0
885,,0.2721411373519153,,0.078,0.05,5.708211706027873,23143517.555910975,3450027.9016410057,950.0,17000.0,32000.0
886,,0.5711888387238635,,0.31,0.05,6.156783258085795,16531083.96850784,2309848.345600082,950.0,17000.0,32000.0
887,,0.1955305011982081,,0.139,0.05,5.593295751797312,23143517.555910975,3510159.1718530334,950.0,17000.0,32000.0
888,,0.203934094674019,,0.23,0.05,5.605901142011028,16531083.96850784,2502472.200708002,950.0,17000.0,32000.0
889,,0.0593989077901261,,0.121,0.05,5.389098361685189,23143517.555910975,3622344.8514582952,950.0,17000.0,32000.0
890,,0.0259853220132248,,0.065,0.05,5.338977983019837,23143517.555910975,3650985.634893402,950.0,17000.0,32000.0
891,,0.105748512219129,,0.055,0.05,5.458622768328693,23143517.555910975,3583351.8051867667,950.0,17000.0,32000.0
892,,0.1455928607904479,,0.039,0.05,5.518389291185672,23143517.555910975,3550496.376030535,950.0,17000.0,32000.0
893,,0.1101376701911248,,0.12,0.05,5.465206505286687,23143517.555910975,3579702.757674671,950.0,17000.0,32000.0
894,,0.142634236516934,,0.071,0.05,5.513951354775401,23143517.555910975,3552915.319047383,950.0,17000.0,32000.0
895,,0.1647662703745487,,0.242,0.05,5.5471494055618225,16531083.96850784,2524928.4756606645,950.0,17000.0,32000.0
896,,0.0931434371858971,,0.214,0.05,5.4397151557788455,16531083.96850784,2567052.046342957,950.0,17000.0,32000.0
897,,0.3731608530545072,,0.205,0.05,5.859741279581761,16531083.96850784,2409869.890824183,950.0,17000.0,32000.0
898,,0.2015661097547663,,0.161,0.05,5.602349164632149,23143517.555910975,3505345.8971675606,950.0,17000.0,32000.0
899,,0.1636772735627975,,0.085,0.05,5.545515910344196,23143517.555910975,3535782.033519489,950.0,17000.0,32000.0
900,,0.2204149039536183,,0.234,0.05,5.630622355930427,16531083.96850784,2493142.133742912,950.0,17000.0,32000.0
901,,0.1790679498274166,,0.383,0.05,5.568601924741125,16531083.96850784,2516682.2647970626,950.0,17000.0,32000.0
902,,0.0489744264132313,,0.054,0.05,5.373461639619847,23143517.555910975,3631231.952827977,950.0,17000.0,32000.0
903,,0.0850723734799721,,0.055,0.05,5.427608560219958,23143517.555910975,3600642.033359758,950.0,17000.0,32000.0
904,,0.1535015164784779,,0.28,0.05,5.530252274717717,16531083.96850784,2531461.7679486857,950.0,17000.0,32000.0
905,,0.0847846538917991,,0.065,0.05,5.427176980837698,23143517.555910975,3600883.8133619465,950.0,17000.0,32000.0
906,,0.1642654346957238,,0.032,0.05,5.546398152043586,23143517.555910975,3535305.5250216145,950.0,17000.0,32000.0
907,,0.1464905267636519,,0.087,0.05,5.519735790145478,23143517.555910975,3549763.1040343987,950.0,17000.0,32000.0
908,,0.0939992491897837,,0.0343,0.05,5.440998873784675,23143517.555910975,3593156.5909919254,950.0,17000.0,32000.0
909,,0.1564390891456773,,0.057,0.05,5.534658633718516,23143517.555910975,3541656.703609821,950.0,17000.0,32000.0
910,,0.0671889112041212,,0.072,0.05,5.4007833668061815,23143517.555910975,3615732.048663126,950.0,17000.0,32000.0
911,,0.1795467488703547,,0.039,0.05,5.569320123305532,23143517.555910975,3522969.9758132175,950.0,17000.0,32000.0
912,,0.170026089947486,,0.282,0.05,5.555039134921229,16531083.96850784,2521889.4392926446,950.0,17000.0,32000.0
913,,0.2158162372224308,,0.095,0.05,5.623724355833646,23143517.555910975,3494033.9169651615,950.0,17000.0,32000.0
914,,0.1396793461353195,,0.255,0.05,5.509519019202979,16531083.96850784,2539524.643793405,950.0,17000.0,32000.0
915,,0.236608284372663,,0.053,0.05,5.654912426558995,23143517.555910975,3477659.219608637,950.0,17000.0,32000.0
916,,0.2003031976803684,,0.056,0.05,5.600454796520553,23143517.555910975,3506351.9514005524,950.0,17000.0,32000.0
917,,0.1883128621756602,,0.224,0.05,5.5824692932634905,16531083.96850784,2511380.339506601,950.0,17000.0,32000.0
918,,0.0850178167537929,,0.047,0.05,5.427526725130689,23143517.555910975,3600687.8766327347,950.0,17000.0,32000.0
919,,0.1052385782797978,,0.076,0.05,5.457857867419697,23143517.555910975,3583776.2352546486,950.0,17000.0,32000.0
920,,0.1862429301395959,,0.048,0.05,5.579364395209394,23143517.555910975,3517591.695143435,950.0,17000.0,32000.0
921,,0.1926753505444327,,0.1,0.05,5.589013025816649,23143517.555910975,3512440.7047355236,950.0,17000.0,32000.0
922,,0.1945362297175229,,0.037,0.05,5.591804344576284,23143517.555910975,3510953.351483102,950.0,17000.0,32000.0
923,,0.1530244714592192,,0.0432,0.05,5.529536707188829,23143517.555910975,3544434.8647937975,950.0,17000.0,32000.0
924,,0.0815556857024276,,0.248,0.05,5.422333528553641,16531083.96850784,2573999.605441041,950.0,17000.0,32000.0
925,,0.1824194106838122,,0.057,0.05,5.573629116025718,23143517.555910975,3520660.680337115,950.0,17000.0,32000.0
926,,0.0936082834206455,,0.046,0.05,5.440412425130968,23143517.555910975,3593483.775294149,950.0,17000.0,32000.0
927,,0.1441108161039918,,0.053,0.05,5.516166224155987,23143517.555910975,3551707.669782267,950.0,17000.0,32000.0
928,,0.11421757386716,,0.272,0.05,5.47132636080074,16531083.96850784,2554512.4827334993,950.0,17000.0,32000.0
929,,0.1430967136764243,,0.032,0.05,5.514645070514637,23143517.555910975,3552536.984809628,950.0,17000.0,32000.0
930,,0.2339986272222831,,0.17,0.05,5.650997940833425,23143517.555910975,3479706.0173215,950.0,17000.0,32000.0
931,,0.0913534351627724,,0.051,0.05,5.437030152744159,23143517.555910975,3595371.934997804,950.0,17000.0,32000.0
932,,0.1656627332478736,,0.0707,0.05,5.54849409987181,23143517.555910975,3534173.995264655,950.0,17000.0,32000.0
933,,0.2157686945872164,,0.047,0.05,5.623653041880824,23143517.555910975,3494071.5356882946,950.0,17000.0,32000.0
934,,0.1460135110835351,,0.357,0.05,5.5190202666253025,16531083.96850784,2535823.3741257377,950.0,17000.0,32000.0
935,,0.1744782323950634,,0.065,0.05,5.561717348592595,23143517.555910975,3527051.886938557,950.0,17000.0,32000.0
936,,0.2179686245325676,,0.254,0.05,5.626952936798851,16531083.96850784,2494522.614867577,950.0,17000.0,32000.0
937,,0.1942390402792337,,0.046,0.05,5.5913585604188505,23143517.555910975,3511190.802892736,950.0,17000.0,32000.0
938,,0.1762552894468058,,0.228,0.05,5.564382934170209,16531083.96850784,2518299.760127797,950.0,17000.0,32000.0
939,,0.1693508291320003,,0.041,0.05,5.554026243698,23143517.555910975,3531190.8581636427,950.0,17000.0,32000.0
940,,0.1959228451142949,,0.128,0.05,5.593884267671442,23143517.555910975,3509845.883916894,950.0,17000.0,32000.0
941,,0.1651491259911706,,0.056,0.05,5.547723688986756,23143517.555910975,3534589.82926208,950.0,17000.0,32000.0
942,,0.2145862050715274,,0.044,0.05,5.621879307607291,23143517.555910975,3495007.456466843,950.0,17000.0,32000.0
943,,0.6622543829494995,,0.06,0.05,6.293381574424249,23143517.555910975,3173221.8203238547,950.0,17000.0,32000.0
944,,0.1606913960080886,,0.239,0.05,5.5410370940121325,16531083.96850784,2527287.9102980327,950.0,17000.0,32000.0
945,,0.1434621142916014,,0.097,0.05,5.515193171437402,23143517.555910975,3552238.122021021,950.0,17000.0,32000.0
946,,0.2480321993493365,,0.34,0.05,5.672048299024005,16531083.96850784,2477662.5149620133,950.0,17000.0,32000.0
947,,0.1633686152657526,,0.13,0.05,5.545052922898629,23143517.555910975,3536032.1495553823,950.0,17000.0,32000.0
948,,0.2001006701076863,,0.058,0.05,5.600151005161529,23143517.555910975,3506513.341560216,950.0,17000.0,32000.0
949,,0.1597269162671582,,0.231,0.05,5.5395903744007375,16531083.96850784,2527847.009075501,950.0,17000.0,32000.0
950,,0.1731811402470667,,0.246,0.05,5.5597717103706,16531083.96850784,2520070.0113348765,950.0,17000.0,32000.0
951,,0.2441784438589723,,0.047,0.05,5.6662676657884585,23143517.555910975,3471735.4172087023,950.0,17000.0,32000.0
952,,0.1887876986068248,,0.177,0.05,5.583181547910237,23143517.555910975,3515552.0757676275,950.0,17000.0,32000.0
953,,0.1737045597543899,,0.06,0.05,5.560556839631585,23143517.555910975,3527675.7936313567,950.0,17000.0,32000.0
954,,0.2888114962974443,,0.2135,0.05,5.733217244446166,16531083.96850784,2455153.8095913,950.0,17000.0,32000.0
955,,0.2051001767449344,,0.147,0.05,5.607650265117401,23143517.555910975,3502533.67344341,950.0,17000.0,32000.0
956,,0.082002430129992,,0.025,0.05,5.423003645194988,23143517.555910975,3603223.4814664177,950.0,17000.0,32000.0
957,,0.185889856069885,,0.045,0.05,5.578834784104828,23143517.555910975,3517874.8692440493,950.0,17000.0,32000.0
958,,0.2236432517503629,,0.067,0.05,5.6354648776255445,23143517.555910975,3487851.715401246,950.0,17000.0,32000.0
959,,0.1654683176063873,,0.217,0.05,5.548202476409581,16531083.96850784,2524522.4209334366,950.0,17000.0,32000.0
960,,0.0937580185654993,,0.036,0.05,5.440637027848249,23143517.555910975,3593358.460637082,950.0,17000.0,32000.0
961,,0.096496402615244,,0.12,0.05,5.4447446039228655,23143517.555910975,3591068.223529556,950.0,17000.0,32000.0
962,,0.1372898707275472,,0.22,0.05,5.505934806091321,16531083.96850784,2540923.704465999,950.0,17000.0,32000.0
963,,0.1181645285350475,,0.236,0.05,5.477246792802571,16531083.96850784,2552177.5682342313,950.0,17000.0,32000.0
964,,0.276676811935578,,0.029,0.05,5.715015217903367,23143517.555910975,3446532.406092907,950.0,17000.0,32000.0
965,,0.1284258543227458,,0.323,0.05,5.492638781484119,16531083.96850784,2546127.164143434,950.0,17000.0,32000.0
966,,0.1686063494503037,,0.294,0.05,5.552909524175456,16531083.96850784,2522709.0207060236,950.0,17000.0,32000.0
967,,0.1312728174279205,,0.233,0.05,5.496909226141881,16531083.96850784,2544453.5844815313,950.0,17000.0,32000.0
968,,0.2052873347776014,,0.019,0.05,5.607931002166402,23143517.555910975,3502384.868777141,950.0,17000.0,32000.0
969,,0.2726614294385937,,0.229,0.05,5.70899214415789,16531083.96850784,2464018.978305543,950.0,17000.0,32000.0
970,,0.1638163256291996,,0.046,0.05,5.545724488443799,23143517.555910975,3535669.3665872863,950.0,17000.0,32000.0
971,,0.2351066884701052,,0.049,0.05,5.652660032705158,23143517.555910975,3478836.6521263784,950.0,17000.0,32000.0
972,,0.1139483655558328,,0.098,0.05,5.470922548333749,23143517.555910975,3576540.652904336,950.0,17000.0,32000.0
973,,0.1095726861584974,,0.214,0.05,5.4643590292377455,16531083.96850784,2557265.754228556,950.0,17000.0,32000.0
974,,0.0346428064826593,,0.246,0.05,5.351964209723989,16531083.96850784,2602515.288609626,950.0,17000.0,32000.0
975,,0.1101307632560905,,0.052,0.05,5.4651961448841355,23143517.555910975,3579708.494107217,950.0,17000.0,32000.0
976,,0.0219707334008015,,0.051,0.05,5.332956100101202,23143517.555910975,3654457.2850491,950.0,17000.0,32000.0
977,,0.2302540861363347,,0.027,0.05,5.645381129204502,23143517.555910975,3482647.135798126,950.0,17000.0,32000.0
978,,0.1398987716417751,,0.166,0.05,5.509848157462662,23143517.555910975,3555154.743414415,950.0,17000.0,32000.0
979,,0.2016945939451074,,0.229,0.05,5.602541890917661,16531083.96850784,2503745.4122400503,950.0,17000.0,32000.0
980,,0.2008715268903977,,0.106,0.05,5.601307290335597,23143517.555910975,3505899.1405828656,950.0,17000.0,32000.0
981,,0.2329773340661191,,0.184,0.05,5.649466001099179,23143517.555910975,3480507.6907055806,950.0,17000.0,32000.0
982,,0.0899765023875293,,0.0477,0.05,5.434964753581294,23143517.555910975,3596525.923942436,950.0,17000.0,32000.0
983,,0.1949412380579422,,0.421,0.05,5.592411857086913,16531083.96850784,2507592.718245713,950.0,17000.0,32000.0
984,,0.2776899708898382,,0.12,0.05,5.716534956334757,23143517.555910975,3445752.565328789,950.0,17000.0,32000.0
985,,0.2031053228510769,,0.218,0.05,5.604657984276615,16531083.96850784,2502943.2270168387,950.0,17000.0,32000.0
986,,0.2379318060988094,,0.144,0.05,5.656897709148214,23143517.555910975,3476622.0793968476,950.0,17000.0,32000.0
987,,0.2373324558645596,,0.097,0.05,5.655998683796839,23143517.555910975,3477091.6665369617,950.0,17000.0,32000.0
988,,0.2494038034199404,,0.306,0.05,5.674105705129911,16531083.96850784,2476898.733533928,950.0,17000.0,32000.0
989,,0.2173835939284148,,0.061,0.05,5.626075390892622,23143517.555910975,3492794.179148817,950.0,17000.0,32000.0
990,,0.1623830977500118,,0.04,0.05,5.543574646625018,23143517.555910975,3536830.9839405157,950.0,17000.0,32000.0
991,,0.0903234998373031,,0.111,0.05,5.4354852497559545,23143517.555910975,3596235.040207515,950.0,17000.0,32000.0
992,,0.0471381341301348,,0.315,0.05,5.370707201195202,16531083.96850784,2594858.5371191534,950.0,17000.0,32000.0
993,,0.1153277930902305,,0.31,0.05,5.472991689635346,16531083.96850784,2553855.274521311,950.0,17000.0,32000.0
994,,0.1675526782392901,,0.192,0.05,5.551329017358935,23143517.555910975,3532644.6732545453,950.0,17000.0,32000.0
995,,0.13924205691787,,0.12,0.05,5.508863085376805,23143517.555910975,3555692.7918650745,950.0,17000.0,32000.0
996,,0.1816734266327851,,0.057,0.05,5.572510139949178,23143517.555910975,3521260.076152569,950.0,17000.0,32000.0
997,,0.214483142446377,,0.03,0.05,5.621724713669566,23143517.555910975,3495089.0525748716,950.0,17000.0,32000.0
998,,0.2157688932228637,,0.226,0.05,5.623653339834295,16531083.96850784,2495765.2703668517,950.0,17000.0,32000.0
999,,0.2583013609068139,,0.1119,0.05,5.6874520413602205,23143517.555910975,3460737.723840724,950.0,17000.0,32000.0
1000,,0.1220333409092594,,0.041,0.05,5.483050011363889,23143517.555910975,3569850.2271837476,950.0,17000.0,32000.0
1001,,0.1533854537398596,,0.147,0.05,5.530078180609789,23143517.555910975,3544140.9606140116,950.0,17000.0,32000.0
1002,,0.1611510657103787,,0.13,0.05,5.5417265985655675,23143517.555910975,3537830.144259736,950.0,17000.0,32000.0
1003,,0.0931977230523679,,0.0348,0.05,5.439796584578552,23143517.555910975,3593827.421712822,950.0,17000.0,32000.0
1004,,0.1197941266581322,,0.07,0.05,5.479691189987198,23143517.555910975,3571700.699513845,950.0,17000.0,32000.0
1005,,0.3591778039759261,,0.046,0.05,5.838766705963889,23143517.555910975,3384165.384049172,950.0,17000.0,32000.0
1006,,0.108909103952079,,0.145,0.05,5.463363655928118,23143517.555910975,3580723.410895196,950.0,17000.0,32000.0
1007,,0.0724903661682116,,0.027,0.05,5.4087355492523175,23143517.555910975,3611245.5223107217,950.0,17000.0,32000.0
1008,,0.4529511574264896,,0.12,0.05,5.979426736139734,23143517.555910975,3315962.532577779,950.0,17000.0,32000.0
1009,,0.1065856436800535,,0.047,0.05,5.45987846552008,23143517.555910975,3582655.2588319797,950.0,17000.0,32000.0
1010,,0.3486347416351005,,0.12,0.05,5.822952112452651,23143517.555910975,3392009.3787074173,950.0,17000.0,32000.0
1011,,0.1367279310628838,,0.049,0.05,5.505091896594325,23143517.555910975,3557754.129196473,950.0,17000.0,32000.0
1012,,0.2082732152108622,,0.132,0.05,5.612409822816293,23143517.555910975,3500012.5787808346,950.0,17000.0,32000.0
1013,,0.2043467061706297,,0.083,0.05,5.606520059255945,23143517.555910975,3503132.86697528,950.0,17000.0,32000.0
1014,,0.0890329683548559,,0.048,0.05,5.433549452532284,23143517.555910975,3597317.115018296,950.0,17000.0,32000.0
1015,,0.1274609990098672,,0.308,0.05,5.491191498514801,16531083.96850784,2546694.8513674554,950.0,17000.0,32000.0
1016,,0.0763459127269532,,0.052,0.05,5.41451886909043,23143517.555910975,3607989.629188306,950.0,17000.0,32000.0
1017,,0.2453484610827276,,0.371,0.05,5.668022691624091,16531083.96850784,2479158.325191821,950.0,17000.0,32000.0
1018,,0.071453867196187,,0.305,0.05,5.40718080079428,16531083.96850784,2580087.0121315336,950.0,17000.0,32000.0
1019,,0.0417770058773166,,0.15,0.05,5.362665508815975,23143517.555910975,3637393.404359196,950.0,17000.0,32000.0
1020,,0.2839575832338549,,0.045,0.05,5.725936374850782,23143517.555910975,3440936.141240917,950.0,17000.0,32000.0
1021,,0.1716878865317432,,0.125,0.05,5.557531829797615,23143517.555910975,3529303.1214497746,950.0,17000.0,32000.0
1022,,0.0957902288654156,,0.0649,0.05,5.443685343298124,23143517.555910975,3591658.549867247,950.0,17000.0,32000.0
1023,,0.2211251085051947,,0.045,0.05,5.631687662757792,23143517.555910975,3489838.2934830086,950.0,17000.0,32000.0
1024,,0.0392545643077041,,1.0,0.05,5.358881846461556,16531083.96850784,2599684.090325829,950.0,17000.0,32000.0
1025,,0.1811955755618219,,0.156,0.05,5.571793363342732,23143517.555910975,3521644.135222636,950.0,17000.0,32000.0
1026,,0.1265596655936247,,0.129,0.05,5.489839498390437,23143517.555910975,3566115.5505696037,950.0,17000.0,32000.0
1027,,0.1025044665593182,,0.038,0.05,5.453756699838977,23143517.555910975,3586053.6168784318,950.0,17000.0,32000.0
1028,,0.0271829438441831,,0.1819,0.05,5.340774415766274,23143517.555910975,3649951.2580616088,950.0,17000.0,32000.0
1029,,0.1229945687275992,,0.031,0.05,5.484491853091399,23143517.555910975,3569056.4627477475,950.0,17000.0,32000.0
1030,,0.0603325034430623,,0.035,0.05,5.390498755164593,23143517.555910975,3621551.0623810287,950.0,17000.0,32000.0
1031,,0.1408437026127812,,0.042,0.05,5.511265553919172,23143517.555910975,3554380.844132635,950.0,17000.0,32000.0
1032,,0.1193700277088229,,0.196,0.05,5.479055041563234,23143517.555910975,3572051.3882726673,950.0,17000.0,32000.0
1033,,0.2628391261913928,,0.25,0.05,5.694258689287089,16531083.96850784,2469442.060098865,950.0,17000.0,32000.0
1034,,0.1891479991281514,,0.038,0.05,5.583721998692227,23143517.555910975,3515263.487812538,950.0,17000.0,32000.0
1035,,0.5329907224613039,,0.238,0.05,6.099486083691955,16531083.96850784,2328490.22783226,950.0,17000.0,32000.0
1036,,0.1906711206526059,,0.13,0.05,5.586006680978909,23143517.555910975,3514044.0447398764,950.0,17000.0,32000.0
1037,,0.221650614259576,,0.0244,0.05,5.632475921389364,23143517.555910975,3489423.5320590343,950.0,17000.0,32000.0
1038,,0.0612030100762444,,0.053,0.05,5.391804515114367,23143517.555910975,3620811.2280631717,950.0,17000.0,32000.0
