name,spkid,albedo,diameter_km,e,i_deg,a_au,class
  1126 Otero (1929 AC),20001126,0.432,10.974,0.1469408289163075,6.500633211124884,2.271768809136542,S
  1127 Mimi (1929 AJ),20001127,0.034,46.006,0.2659111217748539,14.77305655152391,2.592708176053718,C
  1128 Astrid (1929 EB),20001128,0.031,41.851,0.04368695282925857,1.011899178203152,2.788037991408889,C
  1129 Neujmina (1929 PH),20001129,0.138,34.576,0.08525376020939524,8.622753167927378,3.022112388392439,C
  1130 Skuld (1929 RC),20001130,0.302,10.125,0.1978897037450129,2.169485798966969,2.228735390289305,S
  1131 Porzia (1929 RO),20001131,,,0.2857686071110795,3.229836417643501,2.228744725098188,C
  1132 Hollandia (1929 RB1),20001132,0.086,27.235,0.2754737367052404,7.224066021542735,2.685539904021578,C
  1133 Lugduna (1929 RC1),20001133,0.363,8.275,0.1873929620400158,5.374608983535308,2.18581398422124,S
  1134 Kepler (1929 SA),20001134,,,0.4690595488521321,15.31536228945539,2.677991440543828,C
  1135 Colchis (1929 TA),20001135,0.057,50.592,0.113721089799101,4.540870355839361,2.665555969950364,C
  1136 Mercedes (1929 UA),20001136,0.084,25.296,0.2545623676392089,8.976506712892414,2.565293843301374,C
  1137 Raissa (1929 WB),20001137,0.228,19.421,0.09785758722356648,4.316677123154639,2.423171288526212,M
  1138 Attica (1929 WF),20001138,0.105,23.681,0.0787779472772497,13.98952189067603,3.149284805521737,C
  1139 Atami (1929 XE),20001139,,,0.2557246451189152,13.08632597391853,1.947408133498687,C
  1140 Crimea (1929 YC),20001140,0.16,29.179,0.109947531815906,14.11695052078495,2.773003039571352,M
  1141 Bohmia (1930 AA),20001141,0.251,5.642,0.1648600403277184,4.274620690588241,2.2704504124839,M
  1142 Aetolia (1930 BC),20001142,0.273,22.135,0.07564638487488728,2.111892996279102,3.197334500004443,M
  1143 Odysseus (1930 BH),20001143,0.05,114.624,0.09048450068000594,3.142101361037181,5.229114729176239,C
  1144 Oda (1930 BJ),20001144,0.061,56.337,0.08012865421760959,9.804648225210109,3.753288969891475,C
  1145 Robelmonte (1929 CC),20001145,0.128,24.029,0.119551530193381,6.208479535113946,2.42315755284302,C
  1146 Biarmia (1929 JF),20001146,0.196,32.925,0.2548193227424882,17.06114826824385,3.046434798873733,M
  1147 Stavropolis (1929 LF),20001147,0.155,13.43,0.2325296207518814,3.883284486097898,2.270684034055927,M
  1148 Rarahu (1929 NA),20001148,0.064,27.512,0.108194376053074,10.82859041529028,3.017972173209596,C
  1149 Volga (1929 PF),20001149,0.038,52.377,0.09821664025781451,11.76253616492792,2.89754266886556,C
  1150 Achaia (1929 RB),20001150,0.251,7.689,0.2049368193742837,2.393100769710654,2.190342225838062,M
  1151 Ithaka (1929 RK),20001151,0.069,12.12,0.2759150204968814,6.56765892474063,2.405751951202316,C
  1152 Pawona (1930 AD),20001152,0.203,17.13,0.04047546514204003,5.072770169050089,2.42679907165949,M
  1153 Wallenbergia (A924 RJ),20001153,0.433,8.037,0.1605002955435662,3.335082135047312,2.195813436705312,S
  1154 Astronomia (1927 CB),20001154,0.036,55.715,0.06978851180298999,4.53256091977438,3.389649689537527,C
  1155 Aenna (1928 BD),20001155,0.356,9.284,0.1662830633737702,6.595337013157947,2.462755803017151,S
  1156 Kira (1928 DA),20001156,0.181,6.831,0.04669349023565166,1.397187270675289,2.236624041721556,M
  1157 Arabia (1929 QC),20001157,0.247,29.113,0.143241652906666,9.5481562835472,3.184887146877367,M
  1158 Luda (1929 QF),20001158,0.221,18.636,0.1137633722313602,14.82315798317088,2.564425366551348,M
  1159 Granada (1929 RD),20001159,0.038,28.641,0.05806783757912028,13.03560500967077,2.379155084036555,C
  1160 Illyria (1929 RL),20001160,0.249,13.977,0.1186159054332469,14.94097610688247,2.559999712098094,M
  1161 Thessalia (1929 SF),20001161,0.065,21.498,0.08863408561563003,9.397103048258938,3.167832889725212,C
  1162 Larissa (1930 AC),20001162,0.169,40.379,0.105558820175027,1.87456396749432,3.930105567453209,M
  1163 Saga (1930 BA),20001163,0.147,32.429,0.04152097050097178,9.023653223061212,3.218792126393066,C
  1164 Kobolda (1930 FB),20001164,0.229,7.651,0.1949498564040539,25.16834964611912,2.306953340327957,M
  1165 Imprinetta (1930 HM),20001165,0.048,53.187,0.2102973633839281,12.79602203473406,3.129404619599403,C
  1166 Sakuntala (1930 MA),20001166,0.286,26.011,0.208463792181163,18.93788235371938,2.53811428311015,M
  1167 Dubiago (1930 PB),20001167,0.0509,63.12,0.06731138001255023,5.746895264146498,3.414543190520007,C
  1168 Brandia (1930 QA),20001168,0.15,10.11,0.217768448175437,12.72273296245806,2.553483628640083,M
  1169 Alwine (1930 QH),20001169,0.17,8.1,0.1543321935853968,4.05375390541868,2.318802631079177,M
  1170 Siva (1930 SQ),20001170,0.1751,10.37,0.301063096579438,22.16109121578022,2.325977357493432,M
  1171 Rusthawelia (1930 TA),20001171,0.029,82.229,0.1948691880528227,3.086134110535783,3.174744453506587,C
  1172 Aneas (1930 UA),20001172,0.059,118.02,0.105906634227592,16.65566207369528,5.237235385776302,C
  1173 Anchises (1930 UB),20001173,0.05,99.549,0.1379426264289574,6.92665130460574,5.271815651040102,C
  1174 Marmara (1930 UC),20001174,0.086,18.142,0.1098117041957551,10.06328958136291,3.022786859185093,C
  1175 Margo (1930 UD),20001175,0.249,24.266,0.07105029728564603,16.34872681993892,3.210671939879811,M
  1176 Lucidor (1930 VE),20001176,0.031,17.489,0.1422805665722047,6.647080665369867,2.692387368590178,C
  1177 Gonnessia (1930 WA),20001177,0.0398,91.98,0.03502288322862453,15.01617034149918,3.34818181676466,C
  1178 Irmela (1931 EC),20001178,0.07,19.663,0.1862441102205774,6.967459893025168,2.677331799666816,C
  1179 Mally (1931 FD),20001179,0.071,13.159,0.1738511350697406,8.712365466945403,2.617460589634654,C
  1180 Rita (1931 GE),20001180,0.058,97.0,0.1557198929097676,7.189018958739335,3.981138247466819,C
  1181 Lilith (1927 CQ),20001181,0.106,20.492,0.193363288862327,5.592116436029665,2.665153959693518,C
  1182 Ilona (1927 EA),20001182,0.221,14.162,0.1175836689201495,9.392146352290435,2.259800712953478,M
  1183 Jutta (1930 DC),20001183,0.045,23.751,0.1284366410540212,2.793772465254007,2.384425351282419,C
  1184 Gaea (1926 RE),20001184,0.462,11.783,0.07261029714373966,11.30944212047378,2.667694341699592,S
  1185 Nikko (1927 WC),20001185,0.37,8.347,0.105731925051698,5.697128806375377,2.237794784034087,S
  1186 Turnera (1929 PL),20001186,0.24,34.29,0.1009684698255245,10.7497443865896,3.021379592269132,M
  1187 Afra (1929 XC),20001187,0.051,32.348,0.2236669717009281,10.69784453308123,2.638570843122623,C
  1188 Gothlandia (1930 SB),20001188,0.273,12.67,0.1805320703398557,4.815871725700109,2.190972594971808,M
  1189 Terentia (1930 SG),20001189,0.042,59.246,0.1113087643888193,9.864616169116044,2.933187543361377,C
  1190 Pelagia (1930 SL),20001190,0.054,17.923,0.1305944362332573,3.168561166120144,2.431404053179439,C
  1191 Alfaterna (1931 CA),20001191,0.045,47.397,0.04857749227379075,18.45949155517156,2.892121543270038,C
  1192 Prisma (1931 FE),20001192,0.22,7.377,0.2593328547394788,23.90574371952562,2.365223762122109,M
  1193 Africa (1931 HB),20001193,0.247,12.22,0.123526319350631,14.14309255226519,2.645600921522572,M
  1194 Aletta (1931 JG),20001194,0.087,41.358,0.08989240410357933,10.84948024830443,2.913664645367514,C
  1195 Orangia (1931 KD),20001195,0.237,6.258,0.2001685163475524,7.201934984834327,2.258455006344024,M
  1196 Sheba (1931 KE),20001196,0.218,25.274,0.1805510809353998,17.67612013179571,2.65147137331631,M
  1197 Rhodesia (1931 LD),20001197,0.063,47.741,0.2348336333553119,12.97822379648788,2.882648779218928,C
  1198 Atlantis (1931 RA),20001198,,,0.3351671976105585,2.725666562608326,2.251026965116663,C
  1199 Geldonia (1931 RF),20001199,0.098,30.395,0.03280361777789322,8.779891375630736,3.018653174715726,C
  1200 Imperatrix (1931 RH),20001200,0.065,42.006,0.1127101109841803,4.614928805204596,3.05784381393811,C
  1201 Strenua (1931 RK),20001201,0.037,35.825,0.03919097678914975,7.000762970772674,2.698385413571315,C
  1202 Marina (1931 RL),20001202,0.0337,54.93,0.1672617968354287,3.333223891028044,3.993849382713731,C
  1203 Nanna (1931 TA),20001203,0.0473,35.18,0.2510668883754495,5.996760997131646,2.883870317199964,C
  1204 Renzia (1931 TE),20001204,,,0.2944662822956516,1.878056607422028,2.262344865773676,C
  1205 Ebella (1931 TB1),20001205,0.214,5.474,0.2723394530201609,8.843751149187582,2.536898598185603,M
  1206 Numerowia (1931 UH),20001206,0.159,14.534,0.0527022839178591,13.00056681207288,2.866710076754474,M
  1207 Ostenia (1931 VT),20001207,0.176,21.925,0.08867614281902672,10.3388607737952,3.020097705108774,M
  1208 Troilus (1931 YA),20001208,0.041,100.477,0.09282757610711632,33.54393316019168,5.254101078427068,C
  1209 Pumma (1927 HA),20001209,0.141,26.889,0.1267400543494233,6.937050149700913,3.169716261188085,C
  1210 Morosovia (1931 LB),20001210,0.132,33.663,0.06216955457876146,11.26298818865025,3.010511159467277,C
  1211 Bressole (1931 XA),20001211,0.047,45.809,0.1588416983904273,12.76444625359008,2.930483826033115,C
  1212 Francette (1931 XC),20001212,0.046,76.387,0.1900366903635885,7.592809832335923,3.948191181899604,C
  1213 Algeria (1931 XD),20001213,0.057,29.175,0.1284491487882856,13.11087266213238,3.134760367263304,C
  1214 Richilde (1932 AA),20001214,0.048,36.668,0.117073067716436,9.843513347093968,2.712967116170024,C
  1215 Boyer (1932 BA),20001215,0.116,13.041,0.131404500553157,15.9094763098417,2.579445104494421,C
  1216 Askania (1932 BL),20001216,0.064,10.533,0.1795898608988713,7.60913803469177,2.232335995156915,C
  1217 Maximiliana (1932 EC),20001217,,,0.1528693881714414,5.15569314128517,2.354326040638841,C
  1218 Aster (1932 BJ),20001218,0.332,5.554,0.1083973196470429,3.157433646918772,2.263454234770008,S
  1219 Britta (1932 CJ),20001219,0.346,9.86,0.1242974954449676,4.410868734255046,2.213352830315884,S
  1220 Crocus (1932 CU),20001220,0.114,17.866,0.07504976473572023,11.37467028025545,3.005812187628532,C
  1221 Amor (1932 EA1),20001221,,1.0,0.434592867636064,11.86862228590597,1.919760465125785,C
  1222 Tina (1932 LA),20001222,0.202,25.781,0.2496430495296569,19.58848480137783,2.794504023300602,M
  1223 Neckar (1931 TG),20001223,0.17,22.783,0.06233580370004511,2.540278618494356,2.870957963876982,M
  1224 Fantasia (1927 SD),20001224,0.264,13.816,0.1985506184900076,7.887263025685741,2.304285760402793,M
  1225 Ariane (1930 HK),20001225,0.302,9.194,0.07436364713398545,3.074216848445933,2.23283767386454,S
  1226 Golia (1930 HL),20001226,0.187,11.679,0.109315415943802,9.830468169169809,2.58328453238636,M
  1227 Geranium (1931 TD),20001227,0.071,46.269,0.1946420154051363,16.44408951702883,3.223259666715248,C
  1228 Scabiosa (1931 TU),20001228,0.249,14.685,0.03869504043800578,3.283193533627949,2.769797430263416,M
  1229 Tilia (1931 TP1),20001229,0.069,27.795,0.1671168142054462,1.040541056792765,3.224089863394161,C
  1230 Riceia (1931 TX1),20001230,0.318,6.194,0.178910712558279,10.51815194682044,2.573277886938279,S
  1231 Auricula (1931 TE2),20001231,0.066,18.713,0.08691450921736088,11.46022793289291,2.668013925145316,C
  1232 Cortusa (1931 TF2),20001232,0.072,36.367,0.1419093180717949,10.37658005055643,3.173738606322743,C
  1233 Kobresia (1931 TG2),20001233,0.047,33.323,0.05600686060255553,5.601295826687632,2.555082091459633,C
  1234 Elyna (1931 UF),20001234,0.162,22.876,0.0870142774288088,8.529092093465904,3.013152483511159,M
  1235 Schorria (1931 UJ),20001235,,,0.154613386604881,24.99814793198643,1.9101723598439,C
  1236 Thais (1931 VX),20001236,0.0599,22.34,0.2414775785123039,13.17735129200931,2.430902886492332,C
  1237 Genevieve (1931 XB),20001237,0.0585,39.81,0.07810065936165436,9.73051455179545,2.612754242735629,C
  1238 Predappia (1932 CA),20001238,0.07,20.606,0.1416716241720934,12.15413624540863,2.666145529013169,C
  1239 Queteleta (1932 CB),20001239,0.051,18.681,0.2304207163661006,1.657175009156137,2.662711327005889,C
  1240 Centenaria (1932 CD),20001240,0.056,63.035,0.1755103866831609,10.16217181397819,2.86580501957781,C
  1241 Dysona (1932 EB1),20001241,0.047,79.19,0.09969775524586522,23.51751284534461,3.188760863390553,C
  1242 Zambesia (1932 HL),20001242,0.058,47.594,0.1913660229501488,10.14122643165997,2.736116148775303,C
  1243 Pamela (1932 JE),20001243,0.04,69.883,0.04538905097029965,13.26432686545618,3.098354971557526,C
  1244 Deira (1932 KE),20001244,0.036,31.799,0.09694416547788327,8.704460207910772,2.343452340737236,C
  1245 Calvinia (1932 KF),20001245,0.221,29.751,0.08143752978422969,2.895377509737824,2.892523767874336,M
  1246 Chaka (1932 OA),20001246,0.195,17.634,0.3100672843205375,15.99527491782602,2.620736365332758,M
  1247 Memoria (1932 QA),20001247,0.078,38.906,0.1757237364026744,1.781497021422966,3.129876053588283,C
  1248 Jugurtha (1932 RO),20001248,0.282,28.468,0.01368189597578395,9.140596552974316,2.721811814940622,M
  1249 Rutherfordia (1932 VB),20001249,0.251,13.063,0.07654312407896374,4.8726849393652,2.223888969245641,M
  1250 Galanthus (1933 BD),20001250,0.055,20.062,0.2764218706258043,15.17447983071717,2.547110631525795,C
  1251 Hedera (1933 BE),20001251,0.636,13.239,0.155831420882861,6.05163584662631,2.718170015786534,S
  1252 Celestia (1933 DG),20001252,0.215,19.037,0.2053955516185649,33.82616388400434,2.697477300703913,M
  1253 Frisia (1931 TV1),20001253,0.077,21.682,0.2040403591531722,1.340501026149974,3.172500216243523,C
  1254 Erfordia (1932 JA),20001254,0.032,51.54,0.0249457403107873,7.091585411182547,3.137406632956237,C
  1255 Schilowa (1932 NC),20001255,0.13,33.669,0.1739857330838755,8.55874198582575,3.142124310798712,C
  1256 Normannia (1932 PD),20001256,0.052,68.245,0.0787803081347087,4.176164281823313,3.889321076002225,C
  1257 Mora (1932 PE),20001257,0.051,21.392,0.08330299510512341,3.927986615283228,2.487691120335946,C
  1258 Sicilia (1932 PG),20001258,0.05,45.669,0.04776274512699321,7.713959691299129,3.190821638595456,C
  1259 Ogyalla (1933 BT),20001259,0.066,36.111,0.1212716812728311,2.37507651428652,3.117343385027964,C
  1260 Walhalla (1933 BW),20001260,0.12,13.328,0.03738912438768757,8.017339496296287,2.614946580746637,C
  1261 Legia (1933 FB),20001261,0.067,32.576,0.1787715544859322,2.426819350939616,3.136002086945159,C
  1262 Sniadeckia (1933 FE),20001262,0.028,71.011,0.00368127407425987,13.13395742414981,3.004339012260086,C
  1263 Varsavia (1933 FF),20001263,0.0459,49.29,0.186987919762223,29.24787329232214,2.666998977607819,C
  1264 Letaba (1933 HG),20001264,0.041,66.04,0.1570448378373636,24.97414501320791,2.864027549256422,C
  1265 Schweikarda (A911 UR),20001265,0.172,19.335,0.06916661416563684,9.503229958634693,3.027270362860945,M
  1266 Tone (1927 BD),20001266,0.053,75.47,0.04911980042965658,17.18960804993664,3.368431033089211,C
  1267 Geertruida (1930 HD),20001267,0.048,23.108,0.178454036320447,4.777060190074442,2.470777742874574,C
  1268 Libya (1930 HJ),20001268,0.043,96.71,0.1038795552234306,4.422962062242108,3.984487883434456,C
  1269 Rollandia (1930 SH),20001269,0.048,104.893,0.096348984975021,2.757412110945879,3.913953713449314,C
  1270 Datura (1930 YE),20001270,0.288,8.203,0.208455383390649,5.987942531355126,2.234039097102434,M
  1271 Isergina (1931 TN),20001271,0.031,47.524,0.1210600401313711,6.683690169863587,3.139944593008999,C
  1272 Gefion (1931 TZ1),20001272,0.252,6.965,0.1504198904943188,8.414849527509826,2.786347847604273,M
  1273 Helma (1932 PF),20001273,0.34,6.278,0.1609971886433963,5.401333128634365,2.393742792869987,S
  1274 Delportia (1932 WC),20001274,0.461,9.611,0.1141336089236631,4.394958139676691,2.228629391187896,S
  1275 Cimbria (1932 WG),20001275,0.141,27.622,0.1683771960546584,12.85267269640416,2.681174656933106,C
  1276 Ucclia (1933 BA),20001276,0.075,36.499,0.09110644318272908,23.28228889110441,3.178751371898622,C
  1277 Dolores (1933 HA),20001277,0.063,32.587,0.2405558517449943,6.982798775959716,2.696452612400338,C
  1278 Kenya (1933 LA),20001278,0.195,19.361,0.2639192851375546,10.86067183550763,2.40351348145136,M
  1279 Uganda (1933 LB),20001279,0.321,6.804,0.2110732427529722,5.72355111190126,2.369123125861798,S
  1280 Baillauda (1933 QB),20001280,0.0505,50.83,0.0428229788227295,6.425986326501309,3.413884418102132,C
  1281 Jeanne (1933 QJ),20001281,0.058,25.716,0.2090656855532996,7.431030965131036,2.557969492458241,C
  1282 Utopia (1933 QM1),20001282,0.053,57.702,0.1196951521876034,18.02215017115566,3.120259022758413,C
  1283 Komsomolia (1925 SC),20001283,0.153,29.569,0.2217803536253311,8.906579599208023,3.18033623319609,M
  1284 Latvia (1933 OP),20001284,0.069,41.128,0.1729484135254076,10.89228327848213,2.644510892482375,C
  1285 Julietta (1933 QF),20001285,0.058,42.43,0.04840660709823149,5.688964573967279,2.993722107457108,C
  1286 Banachiewicza (1933 QH),20001286,0.17,21.474,0.09477851812936218,9.746483667531392,3.020250761075865,M
  1287 Lorcia (1933 QL),20001287,0.14,21.678,0.05696312053719337,9.848743399234529,3.011933282711318,C
  1288 Santa (1933 QM),20001288,0.044,31.378,0.0640697798736635,7.561485390608163,2.885275899002719,C
  1289 Kutaissi (1933 QR),20001289,0.245,21.531,0.06120422037704363,1.616982363432374,2.860441890665754,M
  1290 Albertine (1933 QL1),20001290,,,0.1535723428614791,5.587038370631941,2.366873037738155,C
  1291 Phryne (1933 RA),20001291,0.127,27.418,0.09736755794062373,9.122870286465009,3.009633708767798,C
  1292 Luce (1933 SH),20001292,0.26,13.899,0.05686687295887757,2.152236123336635,2.542329096610811,M
  1293 Sonja (1933 SO),20001293,0.4598,7.8,0.275484699389896,5.365068078717407,2.226932326414031,S
  1294 Antwerpia (1933 UB1),20001294,0.117,37.199,0.2315836395675173,8.716774649245819,2.688802999109781,C
  1295 Deflotte (1933 WD),20001295,0.046,47.407,0.1250181339729658,2.886229719953328,3.389253042425846,C
  1296 Andree (1933 WE),20001296,0.072,26.298,0.142801270983427,4.111390607484402,2.417516669761953,C
  1297 Quadea (1934 AD),20001297,0.2,22.42,0.06688398474907378,8.994952071182297,3.022923993868713,M
  1298 Nocturna (1934 AE),20001298,0.054,37.802,0.144138321442017,5.496184416422878,3.13146468355325,C
  1299 Mertona (1934 BA),20001299,0.243,14.14,0.1853243885243006,7.883858273512667,2.804991958725791,M
  1300 Marcelle (1934 CL),20001300,0.031,28.194,0.00739765125970021,9.551370464081115,2.780610733531046,C
  1301 Yvonne (1934 EA),20001301,0.111,21.438,0.2712683488623662,34.042069606801,2.76564297423288,C
  1302 Werra (A924 SE),20001302,0.076,35.041,0.1748638831344849,2.596372291195812,3.113683643272874,C
  1303 Luthera (1928 FP),20001303,0.024,81.685,0.09609261790373172,19.53066893779561,3.235696507677288,C
  1304 Arosa (1928 KC),20001304,0.337,43.613,0.1227355769504917,18.97559976770699,3.192582564321918,S
  1305 Pongola (1928 OC),20001305,0.169,24.11,0.06786968002422179,2.310340952147578,3.020300490238383,M
  1306 Scythia (1930 OB),20001306,0.035,66.78,0.09683078492485508,14.98823164400305,3.143196047164947,C
  1307 Cimmeria (1930 UF),20001307,0.251,9.419,0.09645418056627636,3.949896105602912,2.250141978174717,M
  1308 Halleria (1931 EB),20001308,0.038,46.951,0.00809569106486391,5.559957791121155,2.908251655405302,C
  1309 Hyperborea (1931 TO),20001309,0.043,57.57,0.146221958908665,10.27915084915902,3.209279803349439,C
  1310 Villigera (1932 DB),20001310,,,0.3573582355382423,21.05539574210701,2.391297171996703,C
  1311 Knopfia (1933 FF1),20001311,0.099,9.939,0.0432959946978235,2.833139985889672,2.426993200191448,C
  1312 Vassar (1933 OT),20001312,0.0643,36.28,0.2104197036441041,21.93274077428461,3.099589720969411,C
  1313 Berna (1933 QG),20001313,0.185,13.504,0.2070246993397398,12.55800334969962,2.656707515640026,M
  1314 Paula (1933 SC),20001314,0.223,8.194,0.1743758070590809,5.24246894803787,2.29498258484168,M
  1315 Bronislawa (1933 SF1),20001315,0.04,64.863,0.07386083699971885,7.081110222466408,3.207734245025744,C
  1316 Kasan (1933 WC),20001316,,,0.3158497706359214,23.95915171124556,2.412103250215131,C
  1317 Silvretta (1935 RC),20001317,0.275,17.919,0.2352141362775343,20.40404712189568,3.20543832791805,M
  1318 Nerina (1934 FG),20001318,0.176,13.272,0.202446110621111,24.62259184066872,2.308505498315741,M
  1319 Disa (1934 FO),20001319,0.097,25.651,0.2032225958705218,2.800907475309951,2.990493702204259,C
  1320 Impala (1934 JG),20001320,0.078,37.331,0.2355390193621376,19.857908331897,2.985910961334729,C
  1321 Majuba (1934 JH),20001321,0.083,37.137,0.169229701651554,9.509374879368304,2.940998469148892,C
  1322 Coppernicus (1934 LA),20001322,0.211,9.996,0.2346274174210102,23.35928147037237,2.422291394896606,M
  1323 Tugela (1934 LD),20001323,0.018,78.295,0.1503658444738629,18.93978276889411,3.21901437568019,C
  1324 Knysna (1934 LL),20001324,0.321,6.456,0.1640432993745859,4.517764694864447,2.18468670408021,S
  1325 Inanda (1934 NR),20001325,0.374,10.89,0.2549789724806893,7.40697642809099,2.540835361914933,S
  1326 Losaka (1934 NS),20001326,0.089,26.336,0.2242596448596636,15.97622287680655,2.667805907891432,C
  1327 Namaqua (1934 RT),20001327,0.027,22.318,0.162774905895,5.822332074634429,2.778772956086752,C
  1328 Devota (1925 UA),20001328,0.046,53.697,0.1367087147964683,5.769164042518844,3.50385815128281,C
  1329 Eliane (1933 FL),20001329,0.149,19.467,0.1736380832236135,14.48860083391336,2.618192267068398,C
  1330 Spiridonia (1925 DB),20001330,0.032,68.417,0.07480474863810332,15.95723802042013,3.169296256477435,C
  1331 Solvejg (1933 QS),20001331,0.121,36.824,0.1894954606624695,3.100966894732142,3.100421303318262,C
  1332 Marconia (1934 AA),20001332,0.063,46.796,0.1354020750662643,2.451216434158507,3.059266160929786,C
  1333 Cevenola (1934 DA),20001333,0.209,15.262,0.1314093439698719,14.61835055207911,2.634717667361022,M
  1334 Lundmarka (1934 OB),20001334,0.242,27.621,0.0923056069226436,11.45489560492217,2.913725802921618,M
  1335 Demoulina (1934 RE),20001335,0.218,7.484,0.1536441543834609,2.548811293725755,2.24028591970308,M
  1336 Zeelandia (1934 RW),20001336,0.232,21.441,0.06330702957022759,3.195738212819461,2.851048111406963,M
  1337 Gerarda (1934 RA1),20001337,0.034,40.875,0.101261576582069,17.97991592865004,2.911985439080628,C
  1338 Duponta (1934 XA),20001338,0.251,7.47,0.1120213132652875,4.813045683991199,2.264318319534387,M
  1339 Desagneauxa (1934 XB),20001339,0.144,24.45,0.05302169690599537,8.690505844336085,3.020159743206519,C
  1340 Yvette (1934 YA),20001340,0.095,29.451,0.1203914792645448,0.4088944762372818,3.200527659055231,C
  1341 Edmee (1935 BA),20001341,0.182,23.859,0.07678448475758991,13.09471703092918,2.744662321341174,M
  1342 Brabantia (1935 CV),20001342,0.35,12.065,0.202000068168911,20.92346157721056,2.289217333903155,S
  1343 Nicole (1935 FC),20001343,0.136,23.793,0.1155136988321242,6.028490870363557,2.567680193586937,C
  1344 Caubeta (1935 GA),20001344,0.392,5.844,0.1198047047874884,5.65415809771372,2.248618860595551,S
  1345 Potomac (A908 CE),20001345,0.043,72.976,0.1819552955654184,11.40367038632126,3.982475649915034,C
  1346 Gotha (1929 CY),20001346,0.278,13.731,0.1760851504028243,13.86349024822394,2.627940532647129,M
  1347 Patria (1931 VW),20001347,0.0386,32.4,0.06642381412150712,11.86947650929717,2.572009178374339,C
  1348 Michel (1933 FD),20001348,0.265,16.29,0.1386725943828795,6.589776222720996,2.791793000683374,M
  1349 Bechuana (1934 LJ),20001349,0.15,24.249,0.1541050335475693,10.05002300185086,3.014069673224733,M
  1350 Rosselia (1934 TA),20001350,0.199,20.822,0.0859332841861988,2.943392916923572,2.859129895463833,M
  1351 Uzbekistania (1934 TF),20001351,0.035,60.01,0.06919775217632193,9.64235293853108,3.195651085501701,C
  1352 Wawel (1935 CE),20001352,0.149,19.979,0.0633297877796516,3.76051365913406,2.778699134910975,C
  1353 Maartje (1935 CU),20001353,0.136,39.013,0.09517943777380504,9.202790013085,3.011220497148607,C
  1354 Botha (1935 GK),20001354,0.014,41.732,0.2148329292313255,5.949951367370489,3.12777684123802,C
  1355 Magoeba (1935 HE),20001355,0.582,4.276,0.04460429385665279,22.82560992387818,1.853709857104367,S
  1356 Nyanza (1935 JH),20001356,0.052,60.895,0.05468032743513403,7.946171019781048,3.083890817846751,C
  1357 Khama (1935 ND),20001357,0.029,38.321,0.153775147113985,13.95641460412505,3.188483591656218,C
  1358 Gaika (1935 OB),20001358,0.03,22.183,0.1653209080701721,2.172038595916933,2.476951980764396,C
  1359 Prieska (1935 OC),20001359,0.059,46.096,0.07106603973977828,11.10497742836132,3.119347315021912,C
  1360 Tarka (1935 OD),20001360,0.03,33.316,0.2145742792297512,22.83046955821482,2.634285202387958,C
  1361 Leuschneria (1935 QA),20001361,0.066,29.637,0.1306140231764723,21.59171588985462,3.079280645518156,C
  1362 Griqua (1935 QG1),20001362,0.082,26.936,0.372972533267949,24.23826592808419,3.21126895590183,C
  1363 Herberta (1935 RA),20001363,0.337,13.913,0.0654200627454345,1.106415798048111,2.902116650467977,S
  1364 Safara (1935 VB),20001364,0.087,21.197,0.06766521286597212,11.47561085051262,3.017884681162159,C
  1365 Henyey (1928 RK),20001365,0.28,10.958,0.1232558253119779,5.083521398807762,2.248578813354137,M
  1366 Piccolo (1932 WA),20001366,0.1538,27.55,0.1387133999479133,9.462975781864202,2.875243944538506,M
  1367 Nongoma (1934 NA),20001367,0.282,9.365,0.1310260669173617,22.47869659441038,2.34355643631892,M
  1368 Numidia (1935 HD),20001368,0.298,19.591,0.06121085477534151,14.81810909986985,2.524119351000666,M
  1369 Ostanina (1935 QB),20001369,0.052,42.401,0.2142725022301286,14.34000960829892,3.12030453887654,C
  1370 Hella (1935 QG),20001370,,,0.1714079916297432,4.807720032141482,2.24976482216097,C
  1371 Resi (1935 QJ),20001371,0.057,27.155,0.1221893862402444,16.45914267233972,3.196964263094889,C
  1372 Haremari (1935 QK),20001372,0.039,26.491,0.1481831958242897,16.43720008361081,2.766505936552515,C
  1373 Cincinnati (1935 QN),20001373,0.155,19.448,0.3153396613699881,38.9526618678599,3.41768091498126,M
  1374 Isora (1935 UA),20001374,,,0.2778575184934648,5.295704872434254,2.250370800484315,C
  1375 Alfreda (1935 UB),20001375,0.204,13.928,0.07046242339354362,5.820134026603307,2.447108742181229,M
  1376 Michelle (1935 UH),20001376,0.267,7.053,0.2148869694436268,3.551980208653226,2.227852001323097,M
  1377 Roberbauxa (1936 CD),20001377,0.263,6.217,0.0935393179880712,6.031468770721691,2.260347389531238,M
  1378 Leonce (1936 DB),20001378,0.061,21.228,0.1510716859537171,3.591816661779599,2.373920623773363,C
  1379 Lomonosowa (1936 FC),20001379,0.182,18.69,0.09300847149242346,15.60802656174763,2.524051200190389,M
  1380 Volodia (1936 FM),20001380,0.09,21.188,0.1105406524550775,10.40959546734431,3.144268259972864,C
  1381 Danubia (1930 QJ),20001381,0.069,19.825,0.1804606827564338,4.696601743660572,2.488396774751903,C
  1382 Gerti (1925 BB),20001382,0.196,11.939,0.1326310530776922,1.558046835321965,2.219850612953911,M
  1383 Limburgia (1934 RV),20001383,0.076,23.399,0.1867298271243988,0.05434183902188093,3.08309491344596,C
